date,hour_start,hour_end,monitored_time_h,operation_time_h,downtime_h,efficiency,timestamp_start,timestamp_end,duration_sec,hourly_downtime_sec,event_vs_hour_downtime_diff_sec
2022-07-22,12,13,0.9999999999999992,0.4957691666666632,0.5042308333333358,0.4957691666666637,2022-07-22 12:00:00,2022-07-22 13:00:00,1605.0,1815.231000000009,210.2310000000091
2022-07-22,13,14,0.9999999999999992,0.1041144444444464,0.8958855555555527,0.1041144444444466,2022-07-22 13:00:00,2022-07-22 14:00:00,3226.0,3225.1879999999896,-0.8120000000103573
2022-07-22,14,15,0.0,0.0,0.0,0.0,2022-07-22 14:00:00,2022-07-22 15:00:00,0.0,0.0,0.0
2022-07-22,15,16,0.9999999999999992,0.4541538888888863,0.5458461111111128,0.4541538888888867,2022-07-22 15:00:00,2022-07-22 16:00:00,1965.0,1965.0460000000062,0.0460000000061882
2022-07-22,16,17,0.9999999999999992,0.7457441666666746,0.2542558333333244,0.7457441666666753,2022-07-22 16:00:00,2022-07-22 17:00:00,1246.0,915.3209999999679,-330.67900000003215
2022-07-22,17,18,0.9999999999999992,0.5749761111111139,0.4250238888888852,0.5749761111111145,2022-07-22 17:00:00,2022-07-22 18:00:00,1530.0,1530.0859999999868,0.08599999998682506
2022-07-22,18,19,0.9999999999999992,0.5958011111111098,0.4041988888888893,0.5958011111111103,2022-07-22 18:00:00,2022-07-22 19:00:00,1455.0,1455.1160000000013,0.11600000000134969
2022-07-22,20,21,0.9999999999999992,0.7333263888888875,0.2666736111111116,0.7333263888888881,2022-07-22 20:00:00,2022-07-22 21:00:00,2895.0,960.0250000000018,-1934.974999999998
2022-07-26,13,14,0.9999999999999992,0.3791666666666662,0.6208333333333329,0.3791666666666665,2022-07-26 13:00:00,2022-07-26 14:00:00,1350.0,2234.9999999999986,884.9999999999986
2022-07-26,14,15,0.9999999999999992,0.1958333333333331,0.804166666666666,0.1958333333333333,2022-07-26 14:00:00,2022-07-26 15:00:00,3795.0,2894.9999999999977,-900.0000000000023
2022-07-26,15,16,0.9999999999999992,0.5124999999999995,0.4874999999999996,0.5125,2022-07-26 15:00:00,2022-07-26 16:00:00,660.0,1754.9999999999986,1094.9999999999986
2022-07-26,16,17,0.9999999999999992,0.6333688888888845,0.3666311111111146,0.6333688888888851,2022-07-26 16:00:00,2022-07-26 17:00:00,1320.0,1319.8720000000126,-0.1279999999874235
2022-07-26,17,18,0.9999999999999992,0.449956944444446,0.5500430555555531,0.4499569444444464,2022-07-26 17:00:00,2022-07-26 18:00:00,1980.0,1980.154999999991,0.15499999999110514
2022-07-26,18,19,0.9999999999999992,0.0999999999999999,0.8999999999999992,0.0999999999999999,2022-07-26 18:00:00,2022-07-26 19:00:00,540.0,3239.9999999999973,2699.9999999999973
2022-08-01,14,15,0.4999999999999995,0.260001111111112,0.2399988888888875,0.5200022222222245,2022-08-01 14:00:00,2022-08-01 15:00:00,1586.0,863.9959999999951,-722.0040000000049
2022-08-01,15,16,0.9999999999999992,0.0,0.9999999999999992,0.0,2022-08-01 15:00:00,2022-08-01 16:00:00,4500.0,3599.9999999999973,-900.0000000000027
2022-08-01,16,17,0.9999999999999992,0.2658655555555539,0.7341344444444452,0.2658655555555542,2022-08-01 16:00:00,2022-08-01 17:00:00,915.0,2642.8840000000027,1727.8840000000027
2022-08-01,17,18,0.4999999999999995,0.2876033333333338,0.2123966666666657,0.5752066666666682,2022-08-01 17:00:00,2022-08-01 18:00:00,2340.0,764.6279999999965,-1575.3720000000035
2022-08-04,10,11,0.4999999999999995,0.4333288888888887,0.0666711111111108,0.8666577777777782,2022-08-04 10:00:00,2022-08-04 11:00:00,240.0,240.0159999999989,0.015999999998911107
2022-08-04,11,12,0.9999999999999992,0.8291472222222194,0.1708527777777798,0.82914722222222,2022-08-04 11:00:00,2022-08-04 12:00:00,675.0,615.0700000000072,-59.92999999999279
2022-08-04,12,13,0.4999999999999995,0.2124802777777768,0.2875197222222228,0.424960555555554,2022-08-04 12:00:00,2022-08-04 13:00:00,975.0,1035.071000000002,60.07100000000196
2022-08-04,15,16,0.4999999999999995,0.4498722222222251,0.0501277777777744,0.8997444444444511,2022-08-04 15:00:00,2022-08-04 16:00:00,180.0,180.45999999998784,0.45999999998784347
2022-08-04,16,17,0.7499999999999994,0.3708174999999999,0.3791824999999995,0.4944233333333336,2022-08-04 16:00:00,2022-08-04 17:00:00,1365.0,1365.0569999999982,0.05699999999819738
2022-09-02,11,12,0.2499999999999997,0.133332777777776,0.1166672222222237,0.5333311111111048,2022-09-02 11:00:00,2022-09-02 12:00:00,420.0,420.0020000000053,0.0020000000052959876
2022-09-02,12,13,0.9999999999999992,0.1518727777777789,0.8481272222222203,0.151872777777779,2022-09-02 12:00:00,2022-09-02 13:00:00,8025.0,3053.257999999993,-4971.7420000000075
2022-09-02,13,14,0.9999999999999992,0.256418888888892,0.7435811111111071,0.2564188888888923,2022-09-02 13:00:00,2022-09-02 14:00:00,0.0,2676.8919999999857,2676.8919999999857
2022-09-02,14,15,0.9999999999999992,0.483137222222227,0.5168627777777721,0.4831372222222274,2022-09-02 14:00:00,2022-09-02 15:00:00,1305.0,1860.7059999999797,555.7059999999797
2022-09-02,15,16,0.6999999999999994,0.3208080555555467,0.3791919444444526,0.45829722222221,2022-09-02 15:00:00,2022-09-02 16:00:00,1861.0,1365.0910000000292,-495.9089999999708
2022-09-06,14,15,0.9999999999999992,0.7999891666666656,0.2000108333333335,0.7999891666666663,2022-09-06 14:00:00,2022-09-06 15:00:00,720.0,720.0390000000006,0.0390000000005557
2022-09-06,15,16,0.9999999999999992,0.6916083333333368,0.3083916666666624,0.6916083333333374,2022-09-06 15:00:00,2022-09-06 16:00:00,1050.0,1110.2099999999846,60.209999999984575
2022-09-06,16,17,0.9999999999999992,0.7666741666666665,0.2333258333333326,0.7666741666666672,2022-09-06 16:00:00,2022-09-06 17:00:00,900.0,839.9729999999973,-60.02700000000266
2022-09-06,17,18,0.4999999999999995,0.3454822222222248,0.1545177777777747,0.6909644444444503,2022-09-06 17:00:00,2022-09-06 18:00:00,556.0,556.2639999999889,0.2639999999888687
2022-09-08,14,15,0.9999999999999992,0.6456133333333319,0.3543866666666672,0.6456133333333325,2022-09-08 14:00:00,2022-09-08 15:00:00,1140.0,1275.792000000002,135.79200000000196
2022-09-08,15,16,0.9999999999999992,0.6757027777777797,0.3242972222222195,0.6757027777777802,2022-09-08 15:00:00,2022-09-08 16:00:00,1167.0,1167.4699999999903,0.4699999999902502
2022-09-12,13,14,0.4999999999999995,0.3500588888888855,0.149941111111114,0.7001177777777716,2022-09-12 13:00:00,2022-09-12 14:00:00,542.0,539.7880000000104,-2.2119999999896436
2022-09-12,14,15,0.9999999999999992,0.5012125000000043,0.4987874999999949,0.5012125000000047,2022-09-12 14:00:00,2022-09-12 15:00:00,1794.0,1795.6349999999816,1.6349999999815736
2022-09-12,15,16,0.9999999999999992,0.2588172222222257,0.7411827777777734,0.258817222222226,2022-09-12 15:00:00,2022-09-12 16:00:00,3327.0,2668.2579999999843,-658.7420000000157
2022-09-12,16,17,0.9999999999999992,0.2458872222222196,0.7541127777777795,0.2458872222222199,2022-09-12 16:00:00,2022-09-12 17:00:00,1650.0,2714.8060000000064,1064.8060000000064
2022-09-15,10,11,0.7499999999999994,0.6124952777777781,0.1375047222222213,0.8166603703703714,2022-09-15 10:00:00,2022-09-15 11:00:00,705.0,495.01699999999664,-209.98300000000336
2022-09-15,11,12,0.9999999999999992,0.7079172222222206,0.2920827777777786,0.7079172222222212,2022-09-15 11:00:00,2022-09-15 12:00:00,6392.0,1051.4980000000028,-5340.501999999997
2022-09-15,13,14,0.4999999999999995,0.2920913888888871,0.2079086111111124,0.5841827777777748,2022-09-15 13:00:00,2022-09-15 14:00:00,748.0,748.4710000000046,0.4710000000045511
2022-09-15,14,15,0.9999999999999992,0.6791961111111119,0.3208038888888873,0.6791961111111124,2022-09-15 14:00:00,2022-09-15 15:00:00,1155.0,1154.893999999994,-0.10600000000590626
2022-09-15,15,16,0.9999999999999992,0.4589752777777805,0.5410247222222186,0.4589752777777809,2022-09-15 15:00:00,2022-09-15 16:00:00,2520.0,1947.6889999999871,-572.3110000000129
2022-09-15,16,17,0.4999999999999995,0.2784919444444449,0.2215080555555547,0.5569838888888903,2022-09-15 16:00:00,2022-09-15 17:00:00,225.0,797.4289999999969,572.4289999999969
2022-09-20,10,11,0.7499999999999994,0.2624627777777777,0.4875372222222217,0.3499503703703706,2022-09-20 10:00:00,2022-09-20 11:00:00,1755.0,1755.133999999998,0.1339999999979682
2022-09-20,11,12,0.9999999999999992,0.3379077777777791,0.66209222222222,0.3379077777777794,2022-09-20 11:00:00,2022-09-20 12:00:00,2384.0,2383.531999999992,-0.46800000000803266
2022-09-20,13,14,0.333333333333333,0.1291555555555554,0.2041777777777776,0.3874666666666666,2022-09-20 13:00:00,2022-09-20 14:00:00,735.0,735.0399999999994,0.039999999999395186
2022-09-20,14,15,0.6666666666666661,0.2500455555555557,0.4166211111111103,0.375068333333334,2022-09-20 14:00:00,2022-09-20 15:00:00,1500.0,1499.835999999997,-0.16400000000294312
2022-09-20,11,12,0.9999999999999992,0.8166486111111106,0.1833513888888885,0.8166486111111113,2022-09-20 11:00:00,2022-09-20 12:00:00,2384.0,660.0649999999986,-1723.9350000000013
2022-09-20,13,14,0.4999999999999995,0.4083155555555514,0.0916844444444481,0.8166311111111035,2022-09-20 13:00:00,2022-09-20 14:00:00,735.0,330.06400000001315,-404.93599999998685
2022-09-20,14,15,0.9999999999999992,0.5911899999999978,0.4088100000000013,0.5911899999999983,2022-09-20 14:00:00,2022-09-20 15:00:00,1500.0,1471.7160000000047,-28.28399999999533
2022-09-20,15,16,0.9999999999999992,0.444293888888891,0.5557061111111081,0.4442938888888914,2022-09-20 15:00:00,2022-09-20 16:00:00,0.0,2000.5419999999892,2000.5419999999892
2022-09-20,16,17,0.4999999999999995,0.4208366666666686,0.0791633333333309,0.8416733333333379,2022-09-20 16:00:00,2022-09-20 17:00:00,0.0,284.98799999999125,284.98799999999125
2022-09-28,14,15,0.333333333333333,0.2374466666666671,0.0958866666666659,0.712340000000002,2022-09-28 14:00:00,2022-09-28 15:00:00,345.0,345.1919999999972,0.19199999999722195
2022-09-28,15,16,0.7499999999999994,0.5291597222222202,0.2208402777777792,0.7055462962962942,2022-09-28 15:00:00,2022-09-28 16:00:00,8506.0,795.0250000000051,-7710.974999999995
2022-09-28,18,19,0.9999999999999992,0.608311666666664,0.3916883333333351,0.6083116666666646,2022-09-28 18:00:00,2022-09-28 19:00:00,1170.0,1410.0780000000063,240.07800000000634
2022-10-07,13,14,0.1666666666666665,0.1124822222222215,0.0541844444444449,0.6748933333333298,2022-10-07 13:00:00,2022-10-07 14:00:00,195.0,195.06400000000164,0.06400000000164141
2022-10-07,14,15,0.9999999999999992,0.4543183333333265,0.5456816666666726,0.4543183333333269,2022-10-07 14:00:00,2022-10-07 15:00:00,1965.0,1964.4540000000213,-0.545999999978676
2022-10-07,15,16,0.9999999999999992,0.5248824999999981,0.475117500000001,0.5248824999999986,2022-10-07 15:00:00,2022-10-07 16:00:00,2490.0,1710.4230000000036,-779.5769999999964
2022-10-07,16,17,0.9999999999999992,0.3916722222222134,0.6083277777777858,0.3916722222222137,2022-10-07 16:00:00,2022-10-07 17:00:00,2145.0,2189.9800000000287,44.98000000002867
2022-10-07,17,18,0.4999999999999995,0.1458524999999982,0.3541475000000013,0.2917049999999968,2022-10-07 17:00:00,2022-10-07 18:00:00,540.0,1274.9310000000046,734.9310000000046
2022-10-10,13,14,0.2499999999999997,0.1292483333333328,0.1207516666666669,0.5169933333333319,2022-10-10 13:00:00,2022-10-10 14:00:00,435.0,434.7060000000008,-0.2939999999991869
2022-10-10,14,15,0.9999999999999992,0.4921408333333281,0.507859166666671,0.4921408333333286,2022-10-10 14:00:00,2022-10-10 15:00:00,1829.0,1828.2930000000156,-0.7069999999844185
2022-10-10,16,17,0.6666666666666661,0.2083122222222155,0.4583544444444506,0.3124683333333236,2022-10-10 16:00:00,2022-10-10 17:00:00,1425.0,1650.0760000000223,225.0760000000223
2022-10-11,11,12,0.9999999999999992,0.4463727777777802,0.5536272222222189,0.4463727777777806,2022-10-11 11:00:00,2022-10-11 12:00:00,1993.0,1993.0579999999882,0.05799999998816929
2022-10-11,12,13,0.4999999999999995,0.204223611111116,0.2957763888888836,0.4084472222222324,2022-10-11 12:00:00,2022-10-11 13:00:00,1065.0,1064.794999999981,-0.20500000001902663
2022-10-13,10,11,0.333333333333333,0.2666341666666661,0.0666991666666669,0.7999024999999991,2022-10-13 10:00:00,2022-10-13 11:00:00,240.0,240.11700000000087,0.1170000000008713
2022-10-13,11,12,0.9999999999999992,0.6956322222222208,0.3043677777777784,0.6956322222222213,2022-10-13 11:00:00,2022-10-13 12:00:00,1095.0,1095.7240000000022,0.7240000000022064
2022-10-13,13,14,0.333333333333333,0.1959352777777791,0.1373980555555539,0.5878058333333378,2022-10-13 13:00:00,2022-10-13 14:00:00,493.0,494.632999999994,1.6329999999940128
2022-10-13,15,16,0.9999999999999992,0.5001788888888901,0.4998211111111091,0.5001788888888905,2022-10-13 15:00:00,2022-10-13 16:00:00,1800.0,1799.3559999999927,-0.6440000000072814
2022-10-13,16,17,0.4999999999999995,0.2207536111111084,0.2792463888888912,0.4415072222222171,2022-10-13 16:00:00,2022-10-13 17:00:00,1005.0,1005.2870000000083,0.2870000000083337
2022-10-20,15,16,0.9999999999999992,0.7666569444444449,0.2333430555555542,0.7666569444444455,2022-10-20 15:00:00,2022-10-20 16:00:00,840.0,840.0349999999952,0.03499999999519332
2022-10-24,14,15,0.9999999999999992,0.4874847222222125,0.5125152777777866,0.4874847222222129,2022-10-24 14:00:00,2022-10-24 15:00:00,1695.0,1845.0550000000317,150.05500000003167
2022-10-24,15,16,0.9999999999999992,0.2249411111111132,0.775058888888886,0.2249411111111134,2022-10-24 15:00:00,2022-10-24 16:00:00,2790.0,2790.2119999999895,0.2119999999895299
2022-10-24,16,17,0.9999999999999992,0.2124202777777781,0.787579722222221,0.2124202777777784,2022-10-24 16:00:00,2022-10-24 17:00:00,3825.0,2835.2869999999953,-989.7130000000047
2022-10-24,17,18,0.9999999999999992,0.62084277777778,0.3791572222222192,0.6208427777777805,2022-10-24 17:00:00,2022-10-24 18:00:00,375.0,1364.9659999999892,989.9659999999892
2022-10-24,18,19,0.5166666666666664,0.3917222222222188,0.1249444444444475,0.7581720430107466,2022-10-24 18:00:00,2022-10-24 19:00:00,451.0,449.800000000011,-1.1999999999890179
2022-10-25,11,12,0.3837788888888888,0.3837788888888888,0.0,1.0,2022-10-25 11:00:00,2022-10-25 12:00:00,0.0,0.0,0.0
2022-10-25,12,13,0.9999999999999992,0.4870783333333333,0.5129216666666658,0.4870783333333337,2022-10-25 12:00:00,2022-10-25 13:00:00,6444.0,1846.517999999997,-4597.482000000003
2022-10-25,13,14,0.9999999999999992,0.0,0.9999999999999992,0.0,2022-10-25 13:00:00,2022-10-25 14:00:00,0.0,3599.9999999999973,3599.9999999999973
2022-10-25,14,15,0.9999999999999992,0.2771566666666671,0.7228433333333321,0.2771566666666674,2022-10-25 14:00:00,2022-10-25 15:00:00,0.0,2602.2359999999953,2602.2359999999953
2022-10-25,15,16,0.9999999999999992,0.9999999999999992,0.0,1.0,2022-10-25 15:00:00,2022-10-25 16:00:00,0.0,0.0,0.0
2022-10-25,16,17,0.9999999999999992,0.7999613888888917,0.2000386111111075,0.7999613888888923,2022-10-25 16:00:00,2022-10-25 17:00:00,720.0,720.1389999999869,0.13899999998693602
2022-10-25,17,18,0.3230555555555552,0.2980577777777763,0.0249977777777789,0.9226208082545104,2022-10-25 17:00:00,2022-10-25 18:00:00,90.0,89.99200000000404,-0.007999999995959683
2022-10-26,16,17,0.299722222222222,0.149783888888889,0.1499383333333329,0.4997423540315115,2022-10-26 16:00:00,2022-10-26 17:00:00,540.0,539.7779999999984,-0.2220000000015716
2022-10-26,17,18,0.9669444444444436,0.5545463888888895,0.4123980555555541,0.5735038781959219,2022-10-26 17:00:00,2022-10-26 18:00:00,1485.0,1484.6329999999948,-0.3670000000051914
2022-10-28,16,17,0.9999999999999992,0.3833997222222202,0.616600277777779,0.3833997222222205,2022-10-28 16:00:00,2022-10-28 17:00:00,0.0,2219.7610000000045,2219.7610000000045
2022-10-28,17,18,0.846666666666666,0.3384505555555531,0.5082161111111128,0.3997447506561654,2022-10-28 17:00:00,2022-10-28 18:00:00,0.0,1829.5780000000059,1829.5780000000059
2022-10-31,11,12,0.9999999999999992,0.9794361111111096,0.0205638888888896,0.9794361111111104,2022-10-31 11:00:00,2022-10-31 12:00:00,74.0,74.03000000000256,0.03000000000255909
2022-10-31,12,13,0.9999999999999992,0.0105738888888903,0.9894261111111088,0.0105738888888904,2022-10-31 12:00:00,2022-10-31 13:00:00,5700.0,3561.9339999999916,-2138.0660000000084
2022-10-31,13,14,0.9999999999999992,0.4060027777777769,0.5939972222222223,0.4060027777777772,2022-10-31 13:00:00,2022-10-31 14:00:00,0.0,2138.3900000000003,2138.3900000000003
2022-10-31,14,15,0.9999999999999992,0.1481536111111115,0.8518463888888876,0.1481536111111117,2022-10-31 14:00:00,2022-10-31 15:00:00,4260.0,3066.6469999999954,-1193.3530000000046
2022-10-31,15,16,0.9999999999999992,0.4709416666666688,0.5290583333333303,0.4709416666666692,2022-10-31 15:00:00,2022-10-31 16:00:00,2595.0,1904.609999999989,-690.390000000011
2022-10-31,16,17,0.9999999999999992,0.4767136111111107,0.5232863888888883,0.4767136111111112,2022-10-31 16:00:00,2022-10-31 17:00:00,0.0,1883.830999999998,1883.830999999998
2022-10-31,17,18,0.9999999999999992,0.7958199999999966,0.2041800000000025,0.7958199999999973,2022-10-31 17:00:00,2022-10-31 18:00:00,735.0,735.048000000009,0.04800000000898308
2022-10-31,18,19,0.3441666666666663,0.2650022222222203,0.079164444444446,0.7699822437449506,2022-10-31 18:00:00,2022-10-31 19:00:00,285.0,284.9920000000056,-0.0079999999944107
2022-11-03,11,12,0.709444444444444,0.4162711111111113,0.2931733333333326,0.5867564604541903,2022-11-03 11:00:00,2022-11-03 12:00:00,1055.0,1055.4239999999975,0.42399999999747706
2022-11-03,12,13,0.9999999999999992,0.0529191666666654,0.9470808333333336,0.0529191666666655,2022-11-03 12:00:00,2022-11-03 13:00:00,6067.0,3409.491000000001,-2657.508999999999
2022-11-03,13,14,0.9999999999999992,0.0451055555555574,0.9548944444444416,0.0451055555555575,2022-11-03 13:00:00,2022-11-03 14:00:00,780.0,3437.61999999999,2657.61999999999
2022-11-03,14,15,0.9999999999999992,0.2382850000000009,0.7617149999999983,0.2382850000000012,2022-11-03 14:00:00,2022-11-03 15:00:00,3495.0,2742.1739999999936,-752.8260000000064
2022-11-03,15,16,0.9999999999999992,0.3824463888888832,0.617553611111116,0.3824463888888836,2022-11-03 15:00:00,2022-11-03 16:00:00,1472.0,2223.1930000000175,751.1930000000175
2022-11-03,16,17,0.9174999999999992,0.5009100000000056,0.4165899999999937,0.5459509536784807,2022-11-03 16:00:00,2022-11-03 17:00:00,1499.0,1499.7239999999772,0.7239999999771953
2022-11-08,12,13,0.4141666666666664,0.4141666666666664,0.0,1.0,2022-11-08 12:00:00,2022-11-08 13:00:00,0.0,0.0,0.0
2022-11-08,13,14,0.9999999999999992,0.0482283333333323,0.9517716666666668,0.0482283333333324,2022-11-08 13:00:00,2022-11-08 14:00:00,6060.0,3426.3780000000006,-2633.6219999999994
2022-11-08,14,15,0.9999999999999992,0.689954166666665,0.3100458333333342,0.6899541666666655,2022-11-08 14:00:00,2022-11-08 15:00:00,150.0,1116.1650000000031,966.1650000000031
2022-11-08,15,16,0.9999999999999992,0.9624999999999992,0.0374999999999999,0.9625,2022-11-08 15:00:00,2022-11-08 16:00:00,136.0,134.99999999999966,-1.000000000000341
2022-11-08,16,17,0.9999999999999992,0.1025216666666669,0.8974783333333323,0.102521666666667,2022-11-08 16:00:00,2022-11-08 17:00:00,3975.0,3230.9219999999964,-744.0780000000036
2022-11-08,17,18,0.9999999999999992,0.7557113888888909,0.2442886111111082,0.7557113888888916,2022-11-08 17:00:00,2022-11-08 18:00:00,135.0,879.4389999999895,744.4389999999895
2022-11-08,18,19,0.7444444444444438,0.2818794444444453,0.4625649999999984,0.3786440298507478,2022-11-08 18:00:00,2022-11-08 19:00:00,1665.0,1665.2339999999942,0.23399999999423926
2022-11-11,14,15,0.4122222222222219,0.2416624999999978,0.170559722222224,0.5862432614555209,2022-11-11 14:00:00,2022-11-11 15:00:00,930.0,614.0150000000064,-315.98499999999365
2022-11-11,15,16,0.9999999999999992,0.4949822222222226,0.5050177777777765,0.4949822222222231,2022-11-11 15:00:00,2022-11-11 16:00:00,1501.0,1818.0639999999953,317.0639999999953
2022-11-11,16,17,0.9999999999999992,0.0819927777777767,0.9180072222222224,0.0819927777777769,2022-11-11 16:00:00,2022-11-11 17:00:00,3305.0,3304.826000000001,-0.17399999999906868
2022-11-11,17,18,0.6683333333333328,0.593473055555556,0.0748602777777768,0.8879896093100594,2022-11-11 17:00:00,2022-11-11 18:00:00,269.0,269.4969999999965,0.4969999999964898
2022-11-14,15,16,0.4724999999999996,0.2308105555555567,0.2416894444444428,0.4884879482657289,2022-11-14 15:00:00,2022-11-14 16:00:00,750.0,870.0819999999941,120.08199999999408
2022-11-14,16,17,0.4941666666666662,0.3233308333333313,0.1708358333333349,0.6542951096121381,2022-11-14 16:00:00,2022-11-14 17:00:00,540.0,615.0090000000057,75.0090000000057
2022-11-15,11,12,0.9999999999999992,0.8933266666666665,0.1066733333333326,0.8933266666666673,2022-11-15 11:00:00,2022-11-15 12:00:00,8580.0,384.0239999999974,-8195.976000000002
2022-11-15,12,13,0.9999999999999992,0.0,0.9999999999999992,0.0,2022-11-15 12:00:00,2022-11-15 13:00:00,0.0,3599.9999999999973,3599.9999999999973
2022-11-15,13,14,0.9999999999999992,0.0,0.9999999999999992,0.0,2022-11-15 13:00:00,2022-11-15 14:00:00,0.0,3599.9999999999973,3599.9999999999973
2022-11-15,14,15,0.9999999999999992,0.6816063888888871,0.3183936111111121,0.6816063888888877,2022-11-15 14:00:00,2022-11-15 15:00:00,885.0,1146.2170000000035,261.2170000000035
2022-11-15,15,16,0.9999999999999992,0.9249991666666678,0.0750008333333313,0.9249991666666686,2022-11-15 15:00:00,2022-11-15 16:00:00,270.0,270.00299999999265,0.002999999992653102
2022-11-21,13,14,0.5608333333333329,0.3209005555555508,0.239932777777782,0.5721852402179217,2022-11-21 13:00:00,2022-11-21 14:00:00,9240.0,863.7580000000152,-8376.241999999986
2022-11-21,14,15,0.9999999999999992,0.0,0.9999999999999992,0.0,2022-11-21 14:00:00,2022-11-21 15:00:00,0.0,3599.9999999999973,3599.9999999999973
2022-11-21,15,16,0.9999999999999992,0.0,0.9999999999999992,0.0,2022-11-21 15:00:00,2022-11-21 16:00:00,0.0,3599.9999999999973,3599.9999999999973
2022-11-21,16,17,0.9999999999999992,0.402316944444443,0.5976830555555561,0.4023169444444434,2022-11-21 16:00:00,2022-11-21 17:00:00,975.0,2151.659000000002,1176.659000000002
2022-11-21,17,18,0.8561111111111105,0.5561063888888879,0.3000047222222226,0.6495726800778707,2022-11-21 17:00:00,2022-11-21 18:00:00,1080.0,1080.0170000000012,0.01700000000118962
2022-11-23,15,16,0.8544444444444438,0.5919341666666726,0.262510277777771,0.6927708062418803,2022-11-23 15:00:00,2022-11-23 16:00:00,945.0,945.0369999999755,0.036999999975478204
2022-11-23,16,17,0.9999999999999992,0.7749144444444414,0.2250855555555578,0.774914444444442,2022-11-23 16:00:00,2022-11-23 17:00:00,811.0,810.3080000000081,-0.6919999999919355
2022-11-23,17,18,0.4455555555555552,0.3705550000000006,0.0750005555555545,0.8316695760598525,2022-11-23 17:00:00,2022-11-23 18:00:00,270.0,270.0019999999962,0.0019999999962010406
2022-11-28,12,13,0.9427933333333326,0.0,0.9427933333333326,0.0,2022-11-28 12:00:00,2022-11-28 13:00:00,10575.0,3394.0559999999973,-7180.944000000003
2022-11-28,13,14,0.9999999999999992,0.0,0.9999999999999992,0.0,2022-11-28 13:00:00,2022-11-28 14:00:00,0.0,3599.9999999999973,3599.9999999999973
2022-11-28,14,15,0.9999999999999992,0.0,0.9999999999999992,0.0,2022-11-28 14:00:00,2022-11-28 15:00:00,0.0,3599.9999999999973,3599.9999999999973
