date,product_type_l,production_units,liters_produced,production_start_time,production_end_time,efficiency,gallons_per_hour,monitored_time_dec,operation_time_dec,pause_time_dec,start_clock,end_clock,production_start_ts,production_end_ts,hourly_downtime_sum,hourly_operation_sum,hourly_efficiency_mean,hour_vs_day_efficiency_diff
2022-07-22,3,2849,8547,11:58:03.777000,20:46:54.717000,0.5745132353469528,562.6158642599534,8.814149999999993,5.063845833333339,3.750304166666653,11:58:03.777000,20:46:54.717000,2022-07-22 11:58:03,2022-07-22 20:46:54,3.296114722222212,3.7038852777777818,0.46298565972222316,0.11152757562472959
2022-07-26,3,2243,6729,13:17:44.820000,17:47:45.573000,0.4046376115974337,1231.7719925179722,4.500209166666661,1.8209538888888752,2.6792552777777856,13:17:44.820000,17:47:45.573000,2022-07-26 13:17:44,2022-07-26 17:47:45,3.729174166666666,2.2708258333333293,0.37847097222222187,0.026166639375211853
2022-08-01,3,754,2262,14:32:36.009000,17:33:58.169000,0.269109441507936,926.8934318413712,3.0228222222222203,0.8134699999999998,2.20935222222222,14:32:36.009000,17:33:58.169000,2022-08-01 14:32:36,2022-08-01 17:33:58,2.1865299999999976,0.8134699999999997,0.34026861111111173,-0.07115916960317575
2022-08-04,3,1090,3270,10:33:05.978000,16:00:04.356000,0.4212542953347112,474.8118600355313,5.4495494444444414,2.2956461111111097,3.1539033333333317,10:33:05.978000,16:00:04.356000,2022-08-04 10:33:05,2022-08-04 16:00:04,0.9543538888888872,2.2956461111111097,0.7029866666666674,-0.2817323713319562
2022-09-02,5,907,4535,11:45:06,16:45:22.748000,0.2879542967465605,629.3754818812649,5.004652222222218,1.44111111111111,3.563541111111108,11:45:06,16:45:22.748000,2022-09-02 11:45:06,2022-09-02 16:45:22,2.6044302777777757,1.3455697222222205,0.3766114444444427,-0.08865714769788224
2022-09-06,3,1262,3786,14:02:58.287000,17:35:58.878000,0.7334178834140013,484.6848257761167,3.550164166666661,2.6037538888888943,0.9464102777777672,14:02:58.287000,17:35:58.878000,2022-09-06 14:02:58,2022-09-06 17:35:58,0.8962461111111032,2.603753888888894,0.7373090277777803,-0.00389114436377902
2022-09-08,5,907,4535,10:24:19.220000,15:55:20.145000,0.2395023393925511,686.4367976541905,5.516923611111108,1.3213161111111116,4.195607499999997,10:24:19.220000,15:55:20.145000,2022-09-08 10:24:19,2022-09-08 15:55:20,0.6786838888888866,1.3213161111111116,0.6606580555555563,-0.42115571616300523
2022-09-12,5,892,4460,13:34:01.959000,17:09:14.843000,0.3780342950498129,657.8288329868211,3.586912222222221,1.355975833333335,2.230936388888886,13:34:01.959000,17:09:14.843000,2022-09-12 13:34:01,2022-09-12 17:09:14,2.1440241666666617,1.3559758333333352,0.4265086805555556,-0.04847438550574268
2022-09-15,3,1942,5826,10:16:01.432000,16:25:17.450000,0.492191421761799,641.1002950755991,6.154449444444441,3.029167222222223,3.125282222222218,10:16:01.432000,16:25:17.450000,2022-09-15 10:16:01,2022-09-15 16:25:17,1.720832777777773,3.029167222222223,0.6339859413580252,-0.14179451959622624
2022-09-20,5,780,3900,10:15:10.371000,14:44:55.930000,0.217876812286805,796.2663953462642,4.495988611111108,0.979571666666668,3.51641694444444,10:15:10.371000,14:44:55.930000,2022-09-20 10:15:10,2022-09-20 14:44:55,3.0891436111111066,3.660856388888887,0.5512033436213992,-0.3333265313345942
2022-09-22,3,1501,4503,11:00:22.401000,16:37:20.717000,0.4774198306129945,559.8062703150703,5.616198888888886,2.68128472222222,2.934914166666666,11:00:22.401000,16:37:20.717000,2022-09-22 11:00:22,2022-09-22 16:37:20,,,,
2022-09-28,5,406,2030,14:41:58.573000,15:44:43.748000,0.6971675951317001,556.8089089425425,1.0458819444444458,0.7291550000000008,0.3167269444444451,14:41:58.573000,15:44:43.748000,2022-09-28 14:41:58,2022-09-28 15:44:43,0.7084152777777801,1.3749180555555514,0.6753993209876535,0.021768274144046584
2022-09-28,3,146,438,17:53:44.090000,18:30:44.216000,0.3648657778882787,648.8504384925402,0.6167016666666663,0.2250133333333311,0.3916883333333351,17:53:44.090000,18:30:44.216000,2022-09-28 17:53:44,2022-09-28 18:30:44,0.7084152777777801,1.3749180555555514,0.6753993209876535,-0.31053354309937486
2022-10-07,3,1282,3846,13:51:09.024000,17:34:54.804000,0.4368571509439252,786.8855142274427,3.7293833333333297,1.6292077777777576,2.1001755555555723,13:51:09.024000,17:34:54.804000,2022-10-07 13:51:09,2022-10-07 17:34:54,2.0374588888889056,1.6292077777777576,0.4674942777777732,-0.030637126833848005
2022-10-10,3,383,1149,13:46:57.019000,14:55:57.200000,0.4534057810515965,734.5052317782807,1.150050277777776,0.5214394444444381,0.628610833333338,13:46:57.019000,14:55:57.200000,2022-10-10 13:46:57,2022-10-10 14:55:57,1.0869652777777885,0.8297013888888763,0.44053416666666134,0.01287161438493517
2022-10-10,5,289,1445,15:57:27.372000,16:39:57.478000,0.3529382700170015,1155.961467951101,0.7083627777777769,0.2500083333333263,0.4583544444444506,15:57:27.372000,16:39:57.478000,2022-10-10 15:57:27,2022-10-10 16:39:57,1.0869652777777885,0.8297013888888763,0.44053416666666134,-0.08759589664965983
2022-10-11,5,348,1740,11:05:47.231000,12:30:32.432000,0.4605810075157355,534.8938388581015,1.412555833333334,0.6505963888888963,0.7619594444444376,11:05:47.231000,12:30:32.432000,2022-10-11 11:05:47,2022-10-11 12:30:32,0.8494036111111025,0.6505963888888963,0.4274100000000065,0.03317100751572899
2022-10-13,3,1007,3021,10:37:10.474000,16:32:04.271000,0.3176926595101849,535.8850995649154,5.914943611111107,1.8791341666666648,4.035809444444442,10:37:10.474000,16:32:04.271000,2022-10-13 10:37:10,2022-10-13 16:32:04,1.2875324999999995,1.8791341666666643,0.6050053333333332,-0.2873126738231483
2022-10-20,3,301,903,15:03:10.518000,15:51:40.623000,0.9484073598718956,301.0,0.8083624999999997,0.7666569444444449,0.2333430555555542,15:03:10.518000,15:51:40.623000,2022-10-20 15:03:10,2022-10-20 15:51:40,0.2333430555555542,0.7666569444444449,0.7666569444444455,0.18175041542745007
2022-10-24,3,1174,3522,13:53:29.216000,18:20:29.992000,0.3473289933021963,263.8074460313286,4.450215555555551,1.545688888888884,2.454311111111113,13:53:29.216000,18:20:29.992000,2022-10-24 13:53:29,2022-10-24 18:20:29,2.57925555555556,1.9374111111111025,0.4607721863799264,-0.1134431930777301
2022-10-24,5,76,380,18:20:44.970000,18:33:00.024000,0.3879987048570385,372.2175513635699,0.2041816666666685,0.0792222222222189,0.1249444444444475,18:20:44.970000,18:33:00.024000,2022-10-24 18:20:44,2022-10-24 18:33:00,2.57925555555556,1.9374111111111025,0.4607721863799264,-0.07277348152288787
2022-10-25,3,1973,5919,11:36:58.396000,17:19:23.272000,0.5688031896615007,345.72123969013035,5.706909999999995,3.246108611111112,2.460801388888884,11:36:58.396000,17:19:23.272000,2022-10-25 11:36:58,2022-10-25 17:19:23,2.4608013888888833,3.2460330555555563,0.6409738853062006,-0.07217069564469991
2022-10-26,3,428,1284,16:42:01.058000,17:58:01.263000,0.5560701766696908,337.8795470817648,1.2667236111111118,0.7043872222222246,0.562336388888887,16:42:01.058000,17:58:01.263000,2022-10-26 16:42:01,2022-10-26 17:58:01,0.562336388888887,0.7043302777777785,0.5366231161137167,0.019447060555974116
2022-10-28,3,458,1374,16:00:47.534000,17:51:17.840000,0.3892681574575878,248.6763054374866,1.841751666666667,0.7169352777777748,1.1248163888888918,16:00:47.534000,17:51:17.840000,2022-10-28 16:00:47,2022-10-28 17:51:17,1.1248163888888918,0.7218502777777733,0.3915722364391929,-0.0023040789816051177
2022-10-31,3,1739,5217,11:09:08.067000,18:20:39.125000,0.4728109604481979,241.79776662660925,7.191960555555551,3.4004377777777752,3.791522777777776,11:09:08.067000,18:20:39.125000,2022-10-31 11:09:08,2022-10-31 18:20:39,3.7915227777777756,3.552643888888885,0.5072029888014522,-0.03439202835325428
2022-11-03,3,998,2994,11:17:25.503000,16:55:03.094000,0.2907534760673178,177.35573790585477,5.627108611111107,1.636101388888891,3.991007222222216,11:17:25.503000,16:55:03.094000,2022-11-03 11:17:25,2022-11-03 16:55:03,3.9910072222222155,1.635937222222224,0.3085772542072965,-0.017823778139978708
2022-11-08,3,1388,4164,12:35:08.564000,18:44:39.546000,0.528521650506956,225.37567348167087,6.158606111111109,3.2549566666666685,2.90364944444444,12:35:08.564000,18:44:39.546000,2022-11-08 12:35:08,2022-11-08 18:44:39,2.9036494444444396,3.254961666666666,0.5625085122009006,-0.0339868616939446
2022-11-11,5,574,2870,14:45:16.046000,17:40:06.437000,0.4274377380213946,196.9802650825886,2.9139974999999976,1.2455524999999978,1.6684449999999995,14:45:16.046000,17:40:06.437000,2022-11-11 14:45:16,2022-11-11 17:40:06,1.6684449999999995,1.412110555555553,0.5128019676913951,-0.08536422967000046
2022-11-14,3,330,990,15:31:38.580000,16:29:38.735000,0.5732687193530166,341.36410590907644,0.9667097222222206,0.5541844444444428,0.4125252777777778,15:31:38.580000,16:29:38.735000,2022-11-14 15:31:38,2022-11-14 16:29:38,0.4125252777777777,0.554141388888888,0.5713915289389335,0.0018771904140830742
2022-11-15,3,1322,3966,10:53:50.589000,15:33:51.378000,0.4642963494154948,283.2724105992882,4.666885833333328,2.1668180555555536,2.5000677777777742,10:53:50.589000,15:33:51.378000,2022-11-15 10:53:50,2022-11-15 15:33:51,2.5000677777777742,2.4999322222222213,0.49998644444444473,-0.03569009502894993
2022-11-21,5,606,3030,13:26:21.203000,17:51:21.928000,0.2896277371000365,137.20129113609613,4.416868055555551,1.2792474999999928,3.137620555555559,13:26:21.203000,17:51:21.928000,2022-11-21 13:26:21,2022-11-21 17:51:21,3.137620555555559,1.2793238888888816,0.3248149729480472,-0.0351872358480107
2022-11-23,3,944,2832,15:08:43.501000,17:26:43.890000,0.7554043656644657,410.4155010108826,2.300108055555554,1.7375116666666712,0.5625963888888834,15:08:43.501000,17:26:43.890000,2022-11-23 15:08:43,2022-11-23 17:26:43,0.5625963888888833,1.7374036111111146,0.7664516089153915,-0.011047243250925876
2022-11-28,3,1596,4788,12:03:25.944000,18:45:20.591000,0.3219730730456053,238.261833150616,6.698513055555552,2.1567408333333287,4.541885833333332,12:03:25.944000,18:45:20.591000,2022-11-28 12:03:25,2022-11-28 18:45:20,4.541885833333333,2.1567408333333287,0.33599541734481325,-0.014022344299207956
2022-12-02,5,509,2545,12:09:06.330000,15:12:51.841000,0.3864415898727917,166.1963785624088,3.0626419444444406,1.1835322222222078,1.8792455555555672,12:09:06.330000,15:12:51.841000,2022-12-02 12:09:06,2022-12-02 15:12:51,1.8792455555555672,1.1835322222222078,0.4935795604125704,-0.10713797053977869
2022-12-05,5,558,2790,11:53:19.953000,15:16:35.534000,0.5300976640637284,164.71539978292154,3.3876613888888856,1.795791388888884,2.2042086111111128,11:53:19.953000,15:16:35.534000,2022-12-05 11:53:19,2022-12-05 15:16:35,2.2042086111111123,1.795791388888884,0.44894784722222136,0.08114981684150702
2022-12-06,3,1050,3150,07:47:25.428000,16:08:46.108000,0.1735314494220207,125.66205285252866,8.35574444444444,1.4499844444444407,6.859957499999999,07:47:25.428000,16:08:46.108000,2022-12-06 07:47:25,2022-12-06 16:08:46,6.859957499999999,1.449984444444439,0.21821162452471424,-0.04468017510269354
2022-12-08,3,1856,5568,10:52:48.765000,17:50:49.955000,0.4551532841942509,266.3988431170931,6.966997222222218,3.1710516666666657,3.828948333333328,10:52:48.765000,17:50:49.955000,2022-12-08 10:52:48,2022-12-08 17:50:49,3.828948333333328,3.171051666666666,0.45300738095238124,0.00214590324186964
2022-12-13,5,1394,6970,07:05:42.902000,16:58:25.510000,0.2930143930951305,141.11450993695414,9.878502222222211,2.89454333333334,6.999067777777764,07:05:42.902000,16:58:25.510000,2022-12-13 07:05:42,2022-12-13 16:58:25,6.999067777777764,2.8945433333333384,0.29153725452423307,0.0014771385708974294
2022-12-16,3,225,675,16:32:17.085000,17:31:47.230000,0.4117580658488589,226.88154122591683,0.9917069444444434,0.4083433333333258,0.5833233333333401,16:32:17.085000,17:31:47.230000,2022-12-16 16:32:17,2022-12-16 17:31:47,0.5833233333333399,0.40834333333332573,0.41420304533633456,-0.0024449794874756847
2022-12-19,5,543,2715,11:02:06.014000,16:46:36.985000,0.1538450709451443,94.56740082505084,5.741936388888883,0.8833686111111159,4.858575833333323,11:02:06.014000,16:46:36.985000,2022-12-19 11:02:06,2022-12-19 16:46:36,4.858575833333324,0.8833686111111156,0.1538549419291398,-9.870983995491356e-06
2022-12-20,3,1941,5823,11:38:31.928000,17:40:53.656000,0.5186774482690634,321.39119760858034,6.039368888888885,3.1324844444444557,2.906959999999984,11:38:31.928000,17:40:53.656000,2022-12-20 11:38:31,2022-12-20 17:40:53,2.9069599999999842,3.132484444444455,0.5388972789868952,-0.020219830717831844
2022-12-21,5,2148,10740,09:55:12.024000,18:06:38.591000,0.4444081944161216,262.2482298464927,8.190713055555548,3.640019999999996,4.3599799999999975,09:55:12.024000,18:06:38.591000,2022-12-21 09:55:12,2022-12-21 18:06:38,4.359979999999997,3.6400199999999963,0.4550024999999999,-0.010594305583878305
2022-12-22,3,1337,4011,10:56:45.276000,17:05:31.335000,0.4162260436890271,217.53535051135876,6.146127499999996,2.558178333333329,3.441821666666665,10:56:45.276000,17:05:31.335000,2022-12-22 10:56:45,2022-12-22 17:05:31,3.441821666666665,2.5581783333333297,0.4263630555555553,-0.010137011866528212
2022-12-23,5,1058,5290,09:37:04.858000,12:46:05.398000,0.8138854058095999,335.85702268145985,3.150149999999998,2.56386111111111,1.2041944444444428,09:37:04.858000,12:46:05.398000,2022-12-23 09:37:04,2022-12-23 12:46:05,1.2041944444444426,2.56386111111111,0.6810208040737395,0.13286460173586034
2022-12-26,3,342,1026,15:47:22.103000,16:42:07.263000,0.5707405423175764,374.7762666049758,0.9125444444444428,0.5208261111111128,0.3916738888888866,15:47:22.103000,16:42:07.263000,2022-12-26 15:47:22,2022-12-26 16:42:07,0.3916738888888865,0.5208261111111127,0.3815921577308117,0.18914838458676475
2022-12-27,3,1203,3609,10:38:21.209000,17:09:45.019000,0.2772232870219948,184.4164128393137,6.52328055555555,1.8084052777777744,4.7149280555555535,10:38:21.209000,17:09:45.019000,2022-12-27 10:38:21,2022-12-27 17:09:45,4.7149280555555535,1.808405277777774,0.35227059449700004,-0.07504730747500526
2022-12-28,3,813,2439,11:09:19.010000,15:29:19.755000,0.3288144252085391,187.60642520597588,4.333540277777774,1.424930555555552,2.908680555555556,11:09:19.010000,15:29:19.755000,2022-12-28 11:09:19,2022-12-28 15:29:19,2.9086805555555557,1.4249305555555516,0.352915950354415,-0.02410152514587588
2022-12-30,5,1074,5370,10:58:28.719000,16:35:27.362000,0.4343873621983425,191.2294509577128,5.616289722222218,2.439645277777771,3.151188055555558,10:58:28.719000,16:35:27.362000,2022-12-30 10:58:28,2022-12-30 16:35:27,3.1511880555555583,2.43964527777777,0.4435399838060901,-0.009152621607747602
2023-01-02,5,312,1560,17:08:41.653000,18:03:11.809000,0.5326758111845433,343.4698528143615,0.9083766666666656,0.4838702777777777,0.4250186111111104,17:08:41.653000,18:03:11.809000,2023-01-02 17:08:41,2023-01-02 18:03:11,0.4250186111111104,0.4838702777777777,0.5323756112469442,0.00030019993759911046
2023-01-11,3,1344,4032,15:12:49.763000,17:30:20.193000,0.7945235581660588,586.4421611964468,2.29178611111111,1.8208780555555544,0.4707886111111104,15:12:49.763000,17:30:20.193000,2023-01-11 15:12:49,2023-01-11 17:30:20,0.47078861111111037,1.8208780555555544,0.7901420093703587,0.004381548795700074
2023-01-13,3,843,2529,14:29:24.553000,16:44:54.924000,0.5919258789051594,373.2670993734485,2.258436388888886,1.3368269444444485,0.921506388888883,14:29:24.553000,16:44:54.924000,2023-01-13 14:29:24,2023-01-13 16:44:54,0.921506388888883,1.3368269444444485,0.6027082461817216,-0.010782367276562232
2023-01-16,3,1904,5712,11:48:35.570000,18:05:21.637000,0.3788566140231307,303.21063809994035,6.279463055555551,2.3790161111111185,3.620983888888876,11:48:35.570000,18:05:21.637000,2023-01-16 11:48:35,2023-01-16 18:05:21,3.620983888888876,2.379016111111119,0.3965026851851868,-0.017646071162056076
2023-01-19,3,1123,3369,15:11:28.316000,17:14:13.691000,0.7271613461636363,548.8926225752253,2.0459375,1.4877266666666646,0.6167177777777781,15:11:28.316000,17:14:13.691000,2023-01-19 15:11:28,2023-01-19 17:14:13,0.616717777777778,1.4877266666666646,0.7090359854229596,0.01812536074067661
2023-01-20,3,1311,3933,15:51:54.015000,18:54:54.527000,0.5417730065774712,429.8160231508333,3.0501422222222208,1.6524847222222216,1.2627930555555538,15:51:54.015000,18:54:54.527000,2023-01-20 15:51:54,2023-01-20 18:54:54,1.2627930555555535,1.6524847222222219,0.5767549720395665,-0.03498196546209531
2023-01-24,3,658,1974,15:26:13.249000,16:25:43.401000,0.6218718418711537,663.5011618552936,0.9917088888888888,0.6167158333333287,0.3457841666666705,15:26:13.249000,16:25:43.401000,2023-01-24 15:26:13,2023-01-24 16:25:43,0.34578416666667044,0.6167158333333287,0.6550918143972639,-0.0332199725261102
2023-01-27,3,1692,5076,11:05:17.399000,16:24:37.607000,0.4619772394955214,317.9088661250444,5.322279999999997,2.4587722222222217,2.863727777777773,11:05:17.399000,16:24:37.607000,2023-01-27 11:05:17,2023-01-27 16:24:37,2.8637277777777737,2.458772222222222,0.5190909814166135,-0.05711374192109209
2023-01-31,5,855,4275,13:35:45.050000,16:47:30.595000,0.620656909342411,267.52318121392784,3.195984722222221,1.983610000000008,1.2125011111111013,13:35:45.050000,16:47:30.595000,2023-01-31 13:35:45,2023-01-31 16:47:30,1.212501111111101,1.983610000000007,0.6275835299756205,-0.006926620633209479
2023-02-07,5,611,3055,13:40:00.791000,16:19:31.245000,0.5642035372616608,229.8323569602865,2.6584594444444423,1.499912222222224,1.1584791666666645,13:40:00.791000,16:19:31.245000,2023-02-07 13:40:00,2023-02-07 16:19:31,1.158479166666664,1.499912222222224,0.48366908075827564,0.0805344565033852
2023-02-10,3,1289,3867,10:39:46.118000,15:30:31.916000,0.5020568849874323,265.9895523265834,4.846054999999995,2.432995277777769,2.9042269444444484,10:39:46.118000,15:30:31.916000,2023-02-10 10:39:46,2023-02-10 15:30:31,2.904226944444449,2.432995277777769,0.4654593099792532,0.03659757500817906
